Time,Cache Disk/mb,Cache Memory/kb,Hit/miss,Response Time/ns,Ingestion Rate/s,File_name,Data_time/s,Disk Usage/MB,CPU Utilization,Squid Memory/KB,Total Time/s
16:24:12,30,8104,MISS,177220838,2,2021021822:26:35.html,35111,242,0.07,718592,32141
16:25:09,30,8104,MISS,135187199,2,2021021822:31:45.html,35168,242,0.07,718592,32198
16:26:02,30,8104,MISS,189624186,2,2021021822:36:45.html,35221,242,0.07,718592,32251
16:26:59,30,8104,MISS,159277503,3,2021021822:41:51.html,35278,242,0.07,718592,32308
16:27:57,30,8104,MISS,127453551,3,2021021822:47:16.html,35336,242,0.07,718592,32366
16:28:50,30,8104,HIT,139157199,2,2021021813:51:18.html,35389,242,0.07,718592,32419
16:29:43,30,8104,HIT,149380758,2,2021021813:56:19.html,35442,242,0.07,718592,32472
16:30:38,30,8104,HIT,117248075,3,2021021814:01:34.html,35497,242,0.07,718592,32527
16:31:51,30,8104,MISS,127507688,3,2021021814:08:44.html,35570,242,0.07,718592,32600
16:33:02,30,8104,HIT,133294008,2,2021021814:15:35.html,35641,242,0.07,718592,32671
16:34:14,30,8104,MISS,120054807,2,2021021814:22:35.html,35713,242,0.07,718592,32743
16:35:19,30,8104,MISS,131734792,2,2021021814:28:50.html,35778,242,0.07,718592,32808
16:36:17,30,8104,HIT,124390111,2,2021021814:34:21.html,35836,242,0.07,718592,32866
16:37:19,30,8104,HIT,142350669,2,2021021814:40:21.html,35898,242,0.07,718592,32928
16:38:20,30,8104,HIT,192069578,2,2021021814:46:16.html,35959,242,0.07,718592,32989
16:39:29,30,8104,HIT,130684438,2,2021021814:53:02.html,36028,242,0.07,718592,33058
16:40:17,30,8104,MISS,144945677,2,2021021814:57:47.html,36076,242,0.07,718592,33106
16:41:17,30,8104,MISS,121258068,2,2021021815:03:37.html,36136,242,0.07,718592,33166
16:42:11,30,8104,HIT,116711486,2,2021021815:08:52.html,36190,242,0.07,718592,33220
16:43:01,30,8104,MISS,112256738,2,2021021815:13:48.html,36240,242,0.07,718592,33270
16:43:56,30,8104,MISS,118792707,2,2021021909:43:20.html,36295,242,0.07,718592,33325
16:45:09,30,8104,HIT,117380057,2,2021021909:50:26.html,36368,242,0.07,718592,33398
16:46:23,30,8108,MISS,129286488,3,2021021909:57:43.html,36442,242,0.07,718592,33472
16:47:35,30,8104,HIT,108013867,3,2021021910:04:39.html,36514,242,0.07,718592,33544
16:48:42,30,8104,HIT,127975619,2,2021021910:11:10.html,36581,242,0.07,718592,33611
16:49:49,30,8104,MISS,144083271,2,2021021910:17:47.html,36648,242,0.07,718592,33678
16:50:55,30,8104,HIT,106081337,3,2021021910:24:15.html,36714,242,0.07,718592,33744
16:52:00,30,8104,MISS,162549711,2,2021021910:30:38.html,36779,242,0.07,718592,33809
16:53:00,30,8104,HIT,118469108,3,2021021910:35:59.html,36839,242,0.07,718592,33869
16:53:58,30,8104,MISS,125257934,3,2021021910:41:40.html,36897,242,0.07,718592,33927
16:55:04,30,8104,HIT,106818474,3,2021021910:47:52.html,36963,242,0.07,718592,33993
16:56:04,30,8104,MISS,161610075,3,2021021910:53:33.html,37023,242,0.07,718592,34053
16:56:56,30,8104,HIT,284920543,1,2021021910:57:20.html,37075,242,0.07,718592,34105
16:58:30,30,8104,HIT,246534168,1,2021022022:26:24.html,37169,242,0.07,718592,34199
16:59:55,30,8104,HIT,553733390,2,2021022022:31:57.html,37254,242,0.07,718592,34284
17:01:09,30,8104,MISS,268949698,2,2021022022:36:42.html,37328,242,0.07,718592,34358
17:02:16,30,8104,MISS,401552529,2,2021022022:41:01.html,37395,242,0.07,718592,34425
17:04:35,30,8104,HIT,283724148,1,2021022022:45:54.html,37534,242,0.07,718592,34564
17:05:53,30,8104,MISS,225991242,2,2021022022:49:40.html,37612,242,0.07,718592,34642
17:07:01,30,8104,HIT,422275249,2,2021022022:55:07.html,37680,242,0.07,718592,34710
17:07:51,30,8104,MISS,140077328,2,2021022022:58:43.html,37730,242,0.07,718592,34760
17:08:59,30,8104,MISS,163038359,3,2021022023:02:08.html,37798,242,0.07,718592,34828
17:09:56,30,8104,MISS,156927406,3,2021022023:06:43.html,37855,242,0.07,718592,34885
17:10:56,30,8104,MISS,445149666,2,2021022023:11:19.html,37915,242,0.07,718592,34945
17:11:49,30,8104,HIT,126626774,1,2021022023:15:04.html,37968,242,0.07,718592,34998
17:12:39,30,8104,MISS,123299259,2,2021022023:18:39.html,38018,242,0.07,718592,35048
17:13:26,30,8104,MISS,151888274,3,2021022023:22:19.html,38065,242,0.07,718592,35095
17:14:14,30,8104,HIT,136074532,2,2021022023:25:59.html,38113,242,0.07,718592,35143
17:15:01,30,8104,HIT,105867954,1,2021022023:29:35.html,38160,242,0.07,718592,35190
17:15:54,30,8104,MISS,478933947,1,2021022023:33:20.html,38213,242,0.07,718592,35243
17:16:48,30,8104,HIT,117801900,3,2021022023:37:15.html,38267,242,0.07,718592,35297
17:17:35,30,8104,HIT,137396877,1,2021022023:40:45.html,38314,242,0.07,718592,35344
17:18:21,30,8104,MISS,138297070,2,2021022023:44:15.html,38360,242,0.07,718592,35390
17:19:05,30,8104,MISS,427215650,2,2021022023:47:15.html,38404,242,0.07,718592,35434
17:19:50,30,8104,HIT,509813867,1,2021022023:58:19.html,38449,242,0.07,718592,35479
17:20:38,30,8104,HIT,110643844,2,2021022100:01:09.html,38497,242,0.07,718592,35527
17:21:24,30,8104,MISS,131680322,2,2021022100:03:59.html,38543,242,0.07,718592,35573
17:22:14,30,8104,HIT,126922097,2,2021022100:07:00.html,38593,242,0.07,718592,35623
17:23:04,30,8104,HIT,117842466,1,2021022100:09:40.html,38643,242,0.07,718592,35673
17:23:56,30,8104,MISS,181824657,1,2021022100:12:45.html,38695,242,0.07,718592,35725
17:24:53,30,8104,MISS,135649046,1,2021022100:16:10.html,38752,242,0.07,718592,35782
17:25:56,30,8104,HIT,139417709,2,2021022100:20:00.html,38815,242,0.07,718592,35845
17:26:53,30,8104,HIT,125221009,1,2021022100:23:20.html,38872,242,0.07,718592,35902
17:27:45,30,8104,HIT,152163862,2,2021022100:26:16.html,38924,242,0.07,718592,35954
17:29:31,30,8104,MISS,311855509,2,2021022100:32:31.html,39030,242,0.07,718592,36060
17:30:25,30,8104,HIT,118380010,1,2021022100:35:41.html,39084,242,0.07,718592,36114
17:31:15,30,8104,MISS,133500068,1,2021022100:38:46.html,39134,242,0.07,718592,36164
17:32:08,30,8104,MISS,235288395,2,2021022100:41:51.html,39187,242,0.07,718592,36217
17:32:54,30,8104,HIT,118309288,2,2021022100:44:31.html,39233,242,0.07,718592,36263
17:33:41,30,8104,HIT,175105024,1,2021022100:47:17.html,39280,242,0.07,718592,36310
17:34:28,30,8104,MISS,133356938,1,2021022100:50:07.html,39327,242,0.07,718592,36357
17:35:25,30,8104,HIT,120733059,2,2021022100:53:12.html,39384,242,0.07,718592,36414
17:36:20,30,8104,HIT,105505548,1,2021022100:56:42.html,39439,242,0.07,718592,36469
17:37:13,30,8104,MISS,134657482,2,2021022101:00:02.html,39492,242,0.07,718592,36522
17:38:01,30,8104,MISS,131317818,1,2021022101:02:47.html,39540,242,0.07,718592,36570
17:38:48,30,8104,HIT,131292897,1,2021022101:05:32.html,39587,242,0.07,718592,36617
17:39:31,30,8104,HIT,155016282,2,2021022101:08:08.html,39630,242,0.07,718592,36660
17:40:17,30,8104,MISS,448409272,1,2021022101:10:48.html,39676,242,0.07,718592,36706
17:41:02,30,8104,MISS,162048603,2,2021022101:13:18.html,39721,242,0.07,718592,36751
17:41:49,30,8104,HIT,125580156,1,2021022101:15:58.html,39768,242,0.07,718592,36798
17:42:36,30,8104,HIT,118590434,1,2021022101:19:03.html,39815,242,0.07,718592,36845
17:43:19,30,8104,MISS,150642849,2,2020122719:12:29.html,39858,242,0.07,718592,36888
17:44:04,30,8104,MISS,143484746,2,2020122719:15:19.html,39903,242,0.07,718592,36933
17:44:46,30,8104,HIT,116277270,1,2020122719:18:09.html,39945,242,0.07,718592,36975
17:45:35,30,8104,HIT,131346148,1,2020122719:21:09.html,39994,242,0.07,718592,37024
17:46:26,30,8104,HIT,153037322,2,2020122719:24:09.html,40045,242,0.07,718592,37075
17:47:17,30,8104,MISS,184144467,1,2020122719:27:25.html,40096,242,0.07,718592,37126
17:48:06,30,8104,HIT,350214124,2,2020122719:30:05.html,40145,242,0.07,718592,37175
17:48:49,30,8104,MISS,129857556,1,2020122719:32:45.html,40188,242,0.07,718592,37218
17:49:32,30,8104,HIT,131462649,2,2020122719:35:25.html,40231,242,0.07,718592,37261
17:50:17,30,8104,MISS,125999415,1,2020122719:38:30.html,40276,242,0.07,718592,37306
17:51:06,30,8104,MISS,550901193,2,2020122719:41:40.html,40325,242,0.07,718592,37355
17:51:55,30,8104,MISS,139063061,1,2020122719:45:01.html,40374,242,0.07,718592,37404
17:52:47,30,8104,HIT,393240715,2,2020122719:48:36.html,40426,242,0.07,718592,37456
17:53:31,30,8104,MISS,164615635,2,2020122719:51:31.html,40470,242,0.07,718592,37500
17:54:15,30,8104,HIT,141217698,2,2020122719:54:26.html,40514,242,0.07,718592,37544
17:54:58,30,8104,MISS,137269197,1,2020122719:57:31.html,40557,242,0.07,718592,37587
17:55:47,30,8104,HIT,125326636,2,2020122720:00:46.html,40606,242,0.07,718592,37636
17:56:38,30,8104,MISS,158006496,2,2020122720:04:17.html,40657,242,0.07,718592,37687
17:57:27,30,8104,HIT,153511099,2,2020122720:07:47.html,40706,242,0.07,718592,37736
17:58:16,30,8104,MISS,308957306,1,2020122720:11:27.html,40755,242,0.07,718592,37785
17:58:58,30,8104,HIT,157371609,2,2020122720:14:22.html,40797,242,0.07,718592,37827
17:59:43,30,8104,HIT,135769177,2,2020122720:17:37.html,40842,242,0.07,718592,37872
18:00:28,30,8104,MISS,189221619,1,2020122720:20:52.html,40887,242,0.07,718592,37917
18:01:15,30,8104,HIT,180082478,1,2020122720:23:58.html,40934,242,0.07,718592,37964
18:02:07,30,8104,HIT,142011757,2,2020122720:27:33.html,40986,242,0.07,718592,38016
18:02:57,30,8104,HIT,148617733,2,2020122720:30:43.html,41036,242,0.07,718592,38066
18:03:45,30,8104,MISS,298071933,1,2020122720:33:23.html,41084,242,0.07,718592,38114
18:04:32,30,8104,MISS,307874494,2,2020122722:42:03.html,41131,242,0.07,718592,38161
18:05:18,30,8104,MISS,149628233,2,2020122722:45:13.html,41177,242,0.07,718592,38207
18:06:04,30,8104,MISS,536605585,1,2020122722:48:28.html,41223,242,0.07,718592,38253
18:06:51,30,8104,HIT,164747120,2,2020122722:51:38.html,41270,242,0.07,718592,38300
18:07:37,30,8104,MISS,149288243,2,2020122722:54:49.html,41316,242,0.07,718592,38346
18:08:23,30,8104,HIT,337295488,2,2020122722:57:49.html,41362,242,0.07,718592,38392
18:09:09,30,8104,MISS,139030008,2,2020122723:00:59.html,41408,242,0.07,718592,38438
18:09:54,30,8104,MISS,212068224,1,2020122723:03:54.html,41453,242,0.07,718592,38483
18:10:38,30,8104,HIT,132048214,2,2020122723:06:44.html,41497,242,0.07,718592,38527
18:11:31,30,8104,HIT,131096131,1,2020122723:09:49.html,41550,242,0.07,718592,38580
18:12:24,30,8104,HIT,282541466,1,2020122723:13:24.html,41603,242,0.07,718592,38633
18:13:11,30,8104,MISS,135778679,2,2020122723:16:25.html,41650,242,0.07,718592,38680
18:14:00,30,8104,HIT,124575997,2,2020122723:19:25.html,41699,242,0.07,718592,38729
18:15:28,30,8104,HIT,590821948,1,2020122723:24:45.html,41787,242,0.07,718592,38817
18:16:15,30,8104,MISS,1100954328,1,2020122723:27:05.html,41834,242,0.07,718592,38864
17:46:15,17,935,HIT,122693431,4,2021022111:55:23.html,1,221,0.31,663184,1
17:47:04,17,1358,MISS,301670048,4,2021021819:39:51.html,50,221,0.32,666256,50
17:47:50,17,1847,HIT,104521251,6,2021021819:49:16.html,96,221,0.34,669424,96
17:48:53,17,2384,HIT,106832462,6,2021021820:02:37.html,159,222,0.35,672592,159
17:49:45,17,2944,MISS,267440107,5,2021021820:13:02.html,211,222,0.36,676816,211
17:50:57,17,3636,HIT,129151531,5,2021021820:27:34.html,283,222,0.38,681040,283
17:51:55,18,4164,MISS,239666232,5,2021021820:39:33.html,341,222,0.38,684208,341
17:52:53,18,4736,MISS,284982454,5,2021021820:51:27.html,399,223,0.39,687376,399
17:54:00,18,5348,MISS,279267753,4,2021021902:04:38.html,466,223,0.4,691648,466
17:54:56,18,5912,MISS,322479650,5,2021021902:15:33.html,522,223,0.4,695104,522
17:56:45,18,7136,HIT,295615728,2,2021021902:32:59.html,631,223,0.4,702480,631
18:02:41,19,8112,HIT,209802165,3,2021021903:13:06.html,987,224,0.42,709328,987
18:08:05,19,8112,MISS,225324660,4,2021021812:39:56.html,1311,224,0.46,710128,1311
18:12:06,20,8112,HIT,165468449,7,2021021813:05:47.html,1552,225,0.47,710128,1552
18:12:40,20,8112,MISS,120455613,7,2021021813:17:18.html,1586,225,0.48,710128,1586
18:13:26,20,8108,HIT,327360687,3,2021021813:28:55.html,1632,225,0.48,710128,1632
18:15:32,20,8108,MISS,492558152,2,2021022108:21:20.html,1758,226,0.48,710128,1758
18:16:40,20,8108,HIT,358234450,3,2021022108:31:15.html,1826,226,0.47,710128,1826
18:17:49,20,8108,MISS,453971475,4,2021022108:41:21.html,1895,226,0.46,710128,1895
18:18:58,20,8112,HIT,424329895,3,2021022108:51:42.html,1964,226,0.46,710128,1964
18:20:03,20,8112,MISS,295545721,4,2021022109:01:52.html,2029,226,0.45,710128,2029
18:21:03,21,8112,HIT,127210735,3,2021022109:10:48.html,2089,226,0.46,710128,2089
18:22:22,21,8108,HIT,464629137,3,2021022109:20:43.html,2168,226,0.45,711168,2168
18:23:35,21,8108,HIT,477053384,3,2021022109:30:44.html,2241,227,0.44,711168,2241
18:24:44,21,8108,MISS,114649200,2,2021021723:04:10.html,2310,227,0.44,711168,2310
18:26:02,21,8108,MISS,480432531,2,2021021723:14:30.html,2388,227,0.44,711168,2388
18:27:18,21,8112,HIT,283167993,6,2021021723:25:56.html,2464,227,0.46,711168,2464
18:27:56,21,8112,HIT,137946317,7,2021021723:37:11.html,2502,227,0.47,711168,2502
18:28:36,22,8112,HIT,136245677,7,2021021723:49:12.html,2542,227,0.47,711168,2542
18:29:15,22,8112,MISS,145259266,7,2021021800:01:13.html,2581,228,0.47,711168,2581
18:29:53,22,8112,HIT,133285966,7,2021021800:12:48.html,2619,228,0.47,711168,2619
18:30:32,22,8112,MISS,132174208,7,2021021803:14:39.html,2658,228,0.48,711168,2658
18:31:11,22,8112,HIT,152102246,6,2021021803:26:29.html,2697,228,0.48,711168,2697
18:32:20,22,8112,MISS,661157158,3,2021021803:38:15.html,2766,228,0.48,712224,2766
18:34:01,22,8108,MISS,331859271,2,2021021803:50:20.html,2867,229,0.48,712224,2867
20:39:53,23,8104,MISS,60074138871,1,2021021804:05:21.html,3219,229,0.17,712224,3219
20:44:56,23,8104,MISS,61256547333,1,2021021804:05:31.html,3522,229,0.16,712224,3522
0:30:09,24,8108,MISS,362539772,2,2021021822:11:24.html,6235,230,0.1,712912,3668
0:32:28,24,8108,MISS,731106413,2,2021021822:27:10.html,6374,230,0.1,712912,3807
0:36:05,24,8108,HIT,692490998,1,2021021822:48:26.html,6591,231,0.11,712912,4024
0:39:03,24,8108,MISS,446368891,3,2021021814:05:49.html,6769,231,0.11,712912,4202
0:41:36,24,8108,MISS,462468304,4,2021021814:24:05.html,6922,231,0.11,712912,4355
0:43:38,25,8112,MISS,146926681,3,2021021814:38:51.html,7044,231,0.11,713952,4477
0:45:23,25,8112,MISS,452751774,4,2021021814:52:11.html,7149,232,0.12,713952,4582
0:47:16,25,8112,MISS,150076114,4,2021021815:08:47.html,7262,232,0.12,713952,4695
0:49:13,25,8108,HIT,980401025,2,2021021909:47:36.html,7379,232,0.12,713952,4812
0:51:22,25,8108,MISS,476080867,2,2021021910:01:23.html,7508,232,0.12,714480,4941
0:53:02,26,8112,MISS,476364535,2,2021021910:13:10.html,7608,233,0.12,714480,5041
0:53:45,26,8112,HIT,131651636,8,2021021910:24:35.html,7651,233,0.12,714480,5084
0:54:22,26,8112,HIT,136290351,8,2021021910:36:19.html,7688,233,0.12,714480,5121
0:55:01,26,8112,MISS,146604584,7,2021021910:48:43.html,7727,233,0.12,714480,5160
0:55:39,26,8112,MISS,125737809,7,2021021911:00:30.html,7765,233,0.12,714480,5198
0:56:26,26,8112,MISS,142813643,6,2021022022:36:22.html,7812,233,0.13,714480,5245
0:57:11,26,8112,HIT,146964294,6,2021022022:48:40.html,7857,234,0.13,714480,5290
0:57:58,27,8112,MISS,144233512,6,2021022023:01:13.html,7904,234,0.13,714480,5337
0:58:45,27,8112,MISS,142472492,6,2021022023:13:44.html,7951,234,0.13,715456,5384
0:59:32,27,8112,HIT,143625336,6,2021022023:26:44.html,7998,234,0.13,715456,5431
1:00:19,27,8108,HIT,113888741,7,2021022023:40:05.html,8045,234,0.13,715456,5478
1:01:01,27,8108,HIT,123872128,7,2021022100:00:29.html,8087,235,0.13,715456,5520
1:01:40,27,8112,HIT,126700184,7,2021022100:12:30.html,8126,235,0.13,715456,5559
1:02:21,28,8112,MISS,154803542,6,2021022100:24:25.html,8167,235,0.13,715456,5600
1:03:10,28,8112,HIT,127882808,5,2021022100:37:56.html,8216,235,0.13,715456,5649
1:03:57,28,8112,HIT,113023340,7,2021022100:51:27.html,8263,235,0.13,715456,5696
1:04:45,28,8112,MISS,137155212,7,2021022101:05:22.html,8311,236,0.14,716432,5744
1:05:32,28,8112,HIT,137314770,6,2021022101:18:48.html,8358,236,0.14,716432,5791
1:06:18,28,8112,HIT,189685763,6,2020122719:22:19.html,8404,236,0.14,716432,5837
1:07:04,29,8112,HIT,129462367,8,2020122719:35:15.html,8450,236,0.14,716432,5883
1:09:10,29,8108,MISS,134603086,6,2020122720:00:46.html,8576,237,0.14,716432,6009
1:11:56,29,8108,HIT,211704114,5,2020122722:42:03.html,8742,237,0.14,716432,6175
1:14:37,29,8112,MISS,335490847,4,2020122723:17:25.html,8903,237,0.15,716432,6336
1:20:45,29,8104,HIT,219248926,3,2020122800:00:52.html,9271,237,0.15,716432,6704
1:25:28,29,8112,MISS,412219142,3,2020122808:32:10.html,9554,237,0.15,716432,6987
1:29:29,29,8108,HIT,323729940,3,2020122809:04:57.html,9795,237,0.15,716432,7228
1:31:41,29,8108,MISS,341309668,4,2020122809:21:53.html,9927,237,0.16,716432,7360
1:33:21,29,8108,HIT,169609815,3,2020122810:10:37.html,10027,238,0.16,716432,7460
1:35:17,29,8108,MISS,272003601,4,2020122810:27:54.html,10143,238,0.16,716432,7576
1:37:22,29,8108,MISS,423933184,4,2020122810:47:15.html,10268,238,0.16,716432,7701
1:38:49,29,8108,MISS,119217319,7,2020122811:06:57.html,10355,238,0.16,716432,7788
1:39:57,29,8112,MISS,114192490,7,2020122811:28:09.html,10423,238,0.16,716432,7856
1:41:01,29,8112,MISS,130010569,8,2020122811:55:03.html,10487,238,0.17,716432,7920
1:41:58,29,8112,HIT,111872076,8,2020122812:14:04.html,10544,238,0.17,716432,7977
1:42:54,29,8112,MISS,123969334,8,2020122812:33:01.html,10600,238,0.17,716432,8033
1:43:50,29,8112,HIT,122515425,9,2020122812:51:52.html,10656,238,0.17,716432,8089
1:44:44,29,8112,MISS,132029500,7,2020122800:16:22.html,10710,238,0.17,716432,8143
1:45:38,29,8112,MISS,122056044,7,2020122800:34:18.html,10764,238,0.17,716432,8197
1:46:39,29,8112,HIT,111795376,8,2020122800:54:09.html,10825,238,0.17,716432,8258
1:47:37,29,8112,HIT,110545016,8,2020122801:13:30.html,10883,239,0.17,716432,8316
1:48:31,29,8112,HIT,120969352,8,2020122808:13:59.html,10937,239,0.17,716432,8370
1:49:24,29,8112,HIT,115332272,7,2020122808:32:30.html,10990,239,0.17,716432,8423
1:50:18,29,8112,HIT,110448395,8,2020122808:51:26.html,11044,239,0.17,716432,8477
1:51:11,29,8112,HIT,112109134,9,2020122809:10:02.html,11097,239,0.17,716432,8530
1:52:06,29,8112,HIT,113179756,8,2020122809:29:19.html,11152,239,0.17,716432,8585
1:53:54,29,8112,MISS,142793810,7,2020110516:38:01.html,11260,239,0.18,716432,8693
1:54:56,29,8112,HIT,117104377,7,2020110516:56:02.html,11322,239,0.18,716432,8755
1:55:54,29,8112,HIT,132661014,5,2020110517:14:03.html,11380,239,0.18,716432,8813
1:56:53,30,8112,MISS,121533362,8,2020110517:31:34.html,11439,239,0.18,716944,8872
1:57:53,30,8112,HIT,131171692,7,2020110917:00:18.html,11499,239,0.18,716944,8932
1:58:53,30,8108,HIT,108589258,7,2020110917:19:09.html,11559,239,0.18,716960,8992
1:59:52,30,8112,MISS,111615693,8,2020110917:37:45.html,11618,240,0.18,716960,9051
2:00:56,30,8112,MISS,178682647,7,2020110917:56:56.html,11682,240,0.18,716960,9115
2:02:05,30,8112,MISS,162821847,7,2020110915:26:54.html,11751,240,0.18,716960,9184
2:03:11,30,8112,MISS,119027635,7,2020110915:46:55.html,11817,240,0.18,716960,9250
2:04:12,30,8112,HIT,142305550,5,2020110916:04:51.html,11878,240,0.19,716960,9311
2:05:14,30,8112,MISS,234761883,7,2020110916:23:12.html,11940,240,0.19,716960,9373
2:06:20,30,8112,MISS,145260615,6,2020110913:49:50.html,12006,240,0.19,716960,9439
2:07:35,30,8112,HIT,169707476,7,2020110914:10:01.html,12081,240,0.19,716960,9514
2:08:37,30,8112,HIT,111224652,7,2020110914:28:02.html,12143,240,0.19,716960,9576
2:09:38,30,8108,HIT,121462652,6,2020110914:45:58.html,12204,240,0.19,716960,9637
2:10:39,30,8112,HIT,113765969,6,2020110915:03:29.html,12265,240,0.19,716960,9698
2:11:46,30,8112,HIT,111109651,7,2020110912:19:17.html,12332,240,0.19,716960,9765
18:51:44,17,452,HIT,188186805,3,2021022111:50:33.html,1,221,0.18,660528,1
18:52:12,17,648,MISS,188343272,3,2021022111:54:43.html,29,221,0.19,661584,29
18:52:40,17,840,HIT,161252448,4,2021022111:58:48.html,57,221,0.2,662640,57
18:53:07,17,1032,MISS,201072481,3,2021021819:37:46.html,84,222,0.2,663696,84
18:53:33,17,1224,HIT,151053100,4,2021021819:41:36.html,110,222,0.21,664752,110
18:54:01,17,1424,MISS,180347927,4,2021021819:45:46.html,138,222,0.21,666864,138
18:54:29,17,1628,HIT,172869645,4,2021021819:49:56.html,166,222,0.22,667920,166
18:54:57,17,1840,HIT,139680196,4,2021021819:54:11.html,194,222,0.22,668976,194
18:55:28,17,2064,HIT,156638803,4,2021021819:58:57.html,225,222,0.22,670032,225
18:55:58,17,2280,MISS,155773088,4,2021021820:03:27.html,255,222,0.23,671408,255
18:56:29,17,2512,MISS,238088414,3,2021021820:08:12.html,286,222,0.23,673504,286
18:57:00,17,2732,HIT,152940291,3,2021021820:12:52.html,317,222,0.23,674560,317
18:57:30,17,2960,MISS,169841227,4,2021021820:17:28.html,347,222,0.23,675616,347
18:58:02,17,3188,MISS,179574619,4,2021021820:22:18.html,379,222,0.24,677728,379
18:58:34,17,3420,MISS,165074991,4,2021021820:27:09.html,411,222,0.24,678784,411
18:59:04,17,3640,MISS,151663088,4,2021021820:31:45.html,441,222,0.24,679840,441
18:59:35,17,3868,HIT,144838509,3,2021021820:36:42.html,472,222,0.24,681952,472
19:00:06,18,4104,MISS,191554192,4,2021021820:41:28.html,503,223,0.24,683008,503
